"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SVN","Slovenia","2015","2015",1.6,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SVN","Slovenia","2016","2016",2,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SVN","Slovenia","2017","2017",2.1,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SVN","Slovenia","2018","2018",1.7,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SVN","Slovenia","2019","2019",2.1,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FRA","France","2005","2005",3.8,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FRA","France","2006","2006",3.8,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FRA","France","2007","2007",3.8,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FRA","France","2008","2008",3.8,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FRA","France","2009","2009",3.9,"B","Break"
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FRA","France","2010","2010",3.6,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FRA","France","2011","2011",3.5,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FRA","France","2012","2012",3.5,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FRA","France","2013","2013",3.6,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FRA","France","2014","2014",3.5,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FRA","France","2015","2015",3.7,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FRA","France","2016","2016",3.7,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FRA","France","2017","2017",3.9,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FRA","France","2018","2018",3.8,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FRA","France","2019","2019",3.8,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FRA","France","2020","2020",3.5,"P","Provisional value"
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NLD","Netherlands","2005","2005",4,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NLD","Netherlands","2006","2006",3.6,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NLD","Netherlands","2007","2007",3.5,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NLD","Netherlands","2008","2008",3.2,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NLD","Netherlands","2009","2009",3.1,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NLD","Netherlands","2010","2010",3.2,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NLD","Netherlands","2011","2011",3.1,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NLD","Netherlands","2012","2012",2.9,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NLD","Netherlands","2013","2013",3.1,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NLD","Netherlands","2014","2014",3,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NLD","Netherlands","2015","2015",2.8,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NLD","Netherlands","2016","2016",2.8,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NLD","Netherlands","2017","2017",3,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NLD","Netherlands","2018","2018",2.9,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NLD","Netherlands","2019","2019",3,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FIN","Finland","2005","2005",3.1,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FIN","Finland","2006","2006",2.9,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FIN","Finland","2007","2007",2.8,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FIN","Finland","2008","2008",2.7,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FIN","Finland","2009","2009",2.7,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FIN","Finland","2010","2010",2.2,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FIN","Finland","2011","2011",2.4,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FIN","Finland","2012","2012",2.3,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FIN","Finland","2013","2013",1.8,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FIN","Finland","2014","2014",2.2,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FIN","Finland","2015","2015",1.7,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FIN","Finland","2016","2016",1.8,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FIN","Finland","2017","2017",1.9,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FIN","Finland","2018","2018",2,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","FIN","Finland","2019","2019",2,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","ESP","Spain","2005","2005",3.7,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","ESP","Spain","2006","2006",3.5,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","ESP","Spain","2007","2007",3.4,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","ESP","Spain","2008","2008",3.3,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","ESP","Spain","2009","2009",3.2,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","ESP","Spain","2010","2010",3.2,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","ESP","Spain","2011","2011",3.1,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","ESP","Spain","2012","2012",3.1,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","ESP","Spain","2013","2013",2.7,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","ESP","Spain","2014","2014",2.8,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","ESP","Spain","2015","2015",2.7,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","ESP","Spain","2016","2016",2.7,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","ESP","Spain","2017","2017",2.7,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","ESP","Spain","2018","2018",2.7,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","ESP","Spain","2019","2019",2.6,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2005","2005",3.5,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2006","2006",3.2,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2007","2007",2.9,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2008","2008",2.8,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2009","2009",3,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2010","2010",2.8,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2011","2011",2.7,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2012","2012",2.3,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2013","2013",2.5,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2014","2014",2.4,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2015","2015",2.3,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2016","2016",2.3,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2017","2017",2.4,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2018","2018",2.3,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2019","2019",2.4,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2005","2005",4.2,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2006","2006",3.6,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2007","2007",3.7,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2008","2008",3.3,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2009","2009",2.8,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2010","2010",2.8,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2011","2011",2.8,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2012","2012",2.9,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2013","2013",2.7,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2014","2014",3.2,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2015","2015",2.8,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2016","2016",2.3,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2017","2017",3,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2018","2018",2.8,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SVK","Slovak Republic","2005","2005",7.2,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SVK","Slovak Republic","2006","2006",6.6,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SVK","Slovak Republic","2007","2007",6.1,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SVK","Slovak Republic","2008","2008",5.9,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SVK","Slovak Republic","2009","2009",5.7,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SVK","Slovak Republic","2010","2010",5.7,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SVK","Slovak Republic","2011","2011",4.9,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SVK","Slovak Republic","2012","2012",5.8,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SVK","Slovak Republic","2013","2013",5.5,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SVK","Slovak Republic","2014","2014",5.8,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SVK","Slovak Republic","2015","2015",5.1,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SVK","Slovak Republic","2016","2016",5.4,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SVK","Slovak Republic","2017","2017",4.5,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SVK","Slovak Republic","2018","2018",5,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SVK","Slovak Republic","2019","2019",5.1,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SVK","Slovak Republic","2020","2020",5.1,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2005","2005",3.4,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2006","2006",3.3,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2007","2007",3.1,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2008","2008",2.8,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2009","2009",2.9,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2010","2010",2.7,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2011","2011",2.7,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2012","2012",2.6,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2013","2013",2.5,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2014","2014",2.3,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2015","2015",2.2,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2016","2016",2.4,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2017","2017",2.3,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2018","2018",2.4,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2019","2019",2.5,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NZL","New Zealand","2005","2005",2.7,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NZL","New Zealand","2006","2006",2.2,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NZL","New Zealand","2007","2007",2,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NZL","New Zealand","2008","2008",2.4,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NZL","New Zealand","2009","2009",2.5,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NZL","New Zealand","2010","2010",2.7,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NZL","New Zealand","2011","2011",2.4,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NZL","New Zealand","2012","2012",2.3,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NZL","New Zealand","2013","2013",2.5,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NZL","New Zealand","2014","2014",2.7,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NZL","New Zealand","2015","2015",2.2,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NZL","New Zealand","2016","2016",2.1,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","NZL","New Zealand","2017","2017",2.3,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","GBR","United Kingdom","2006","2006",3,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","GBR","United Kingdom","2007","2007",2.9,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","GBR","United Kingdom","2008","2008",2.7,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","GBR","United Kingdom","2009","2009",2.6,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","GBR","United Kingdom","2010","2010",2.5,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","GBR","United Kingdom","2011","2011",2.6,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","GBR","United Kingdom","2012","2012",2.3,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","GBR","United Kingdom","2013","2013",2.3,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","GBR","United Kingdom","2014","2014",2.1,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","GBR","United Kingdom","2015","2015",2.1,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SWE","Sweden","2005","2005",2.5,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SWE","Sweden","2006","2006",2.7,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SWE","Sweden","2007","2007",2.4,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SWE","Sweden","2008","2008",2.4,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SWE","Sweden","2009","2009",2.5,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SWE","Sweden","2010","2010",2.4,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SWE","Sweden","2011","2011",2,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SWE","Sweden","2012","2012",2.4,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SWE","Sweden","2013","2013",2.5,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SWE","Sweden","2014","2014",2.2,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SWE","Sweden","2015","2015",2.4,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SWE","Sweden","2016","2016",2.3,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SWE","Sweden","2017","2017",2.3,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SWE","Sweden","2018","2018",2,,
"MATIINTW","Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","SWE","Sweden","2019","2019",1.9,,
"MATINETW","Neonatal mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)","RATEPTTX","Deaths per 1 000 live births","EST","Estonia","2005","2005",3.3,,
